route,train,departure
L 04,4656,2023-01-02 05:20:00.000000 +00:00
IC 18,2428,2023-01-02 05:20:00.000000 +00:00
L 13-1,5856,2023-01-02 05:21:00.000000 +00:00
L B8-1,3956,2023-01-02 05:21:00.000000 +00:00
L B8-3,6356,2023-01-02 05:22:00.000000 +00:00
L C1,4556,2023-01-02 05:23:00.000000 +00:00
IC 26,3229,2023-01-02 05:24:00.000000 +00:00
L A3,2956,2023-01-02 05:24:00.000000 +00:00
IC 05,4506,2023-01-02 05:24:00.000000 +00:00
L B20-2,6477,2023-01-02 05:25:00.000000 +00:00
L B4,2177,2023-01-02 05:28:00.000000 +00:00
L B8-3,6376,2023-01-02 05:29:00.000000 +00:00
IC 26,3227,2023-01-02 05:29:00.000000 +00:00
IC 13,5128,2023-01-02 05:30:00.000000 +00:00
L 31,4076,2023-01-02 05:34:00.000000 +00:00
L B5-2,3577,2023-01-02 05:34:00.000000 +00:00
L L2,5456,2023-01-02 05:34:00.000000 +00:00
L B7,3456,2023-01-02 05:34:00.000000 +00:00
L B7,3477,2023-01-02 05:35:00.000000 +00:00
L 15,5578,2023-01-02 05:35:00.000000 +00:00
L A3,2977,2023-01-02 05:35:00.000000 +00:00
L A2,2356,2023-01-02 05:36:00.000000 +00:00
L B4,2178,2023-01-02 05:37:00.000000 +00:00
L L2,5476,2023-01-02 05:37:00.000000 +00:00
L B4,2156,2023-01-02 05:38:00.000000 +00:00
IC 19-1,928,2023-01-02 05:38:00.000000 +00:00
L A4-2,2677,2023-01-02 05:38:00.000000 +00:00
IC 26,3206,2023-01-02 05:38:00.000000 +00:00
L B8-1,3978,2023-01-02 05:39:00.000000 +00:00
L B9,3256,2023-01-02 05:40:00.000000 +00:00
IC 15,4927,2023-01-02 05:41:00.000000 +00:00
L 15,5556,2023-01-02 05:41:00.000000 +00:00
L 13-2,5978,2023-01-02 05:41:00.000000 +00:00
L B2-1,3678,2023-01-02 05:41:00.000000 +00:00
L 26,4477,2023-01-02 05:42:00.000000 +00:00
IC 05,4528,2023-01-02 05:42:00.000000 +00:00
L A2,2377,2023-01-02 05:43:00.000000 +00:00
IC 13,5106,2023-01-02 05:43:00.000000 +00:00
IC 32,806,2023-01-02 05:44:00.000000 +00:00
IC 30,4227,2023-01-02 05:46:00.000000 +00:00
IC 07,2029,2023-01-02 05:46:00.000000 +00:00
L 36,1677,2023-01-02 05:46:00.000000 +00:00
IC 12,429,2023-01-02 05:48:00.000000 +00:00
L B2-1,3656,2023-01-02 05:48:00.000000 +00:00
IC 28,3006,2023-01-02 05:49:00.000000 +00:00
L 11,6056,2023-01-02 05:50:00.000000 +00:00
L L4,5156,2023-01-02 05:51:00.000000 +00:00
IC 28,3029,2023-01-02 05:52:00.000000 +00:00
L 36,1656,2023-01-02 05:53:00.000000 +00:00
IC 28,3005,2023-01-02 05:53:00.000000 +00:00
IC 07,2006,2023-01-02 05:53:00.000000 +00:00
L 26,4456,2023-01-02 05:54:00.000000 +00:00
L C2-1,4256,2023-01-02 05:54:00.000000 +00:00
IC 14,1729,2023-01-02 05:55:00.000000 +00:00
L B20-2,6456,2023-01-02 05:55:00.000000 +00:00
L 03,2477,2023-01-02 05:56:00.000000 +00:00
IC 21,4106,2023-01-02 05:57:00.000000 +00:00
L 13-2,5956,2023-01-02 05:57:00.000000 +00:00
IC 12,408,2023-01-02 05:57:00.000000 +00:00
L A5,6777,2023-01-02 06:00:00.000000 +00:00
L 31,4057,2023-01-02 06:04:00.000000 +00:00
IC 19-1,907,2023-01-02 06:05:00.000000 +00:00
L 08,6257,2023-01-02 06:05:00.000000 +00:00
L A2,2378,2023-01-02 06:05:00.000000 +00:00
L B10-2,3877,2023-01-02 06:06:00.000000 +00:00
L 37-1,4428,2023-01-02 06:07:00.000000 +00:00
L 01,4978,2023-01-02 06:10:00.000000 +00:00
L B9,3279,2023-01-02 06:12:00.000000 +00:00
IC 14,1707,2023-01-02 06:13:00.000000 +00:00
L 03,2457,2023-01-02 06:13:00.000000 +00:00
L B5-2,3557,2023-01-02 06:14:00.000000 +00:00
IC 32,828,2023-01-02 06:16:00.000000 +00:00
L 10-1,6157,2023-01-02 06:16:00.000000 +00:00
IC 15,4907,2023-01-02 06:17:00.000000 +00:00
IC 12,407,2023-01-02 06:17:00.000000 +00:00
L A4-2,2657,2023-01-02 06:19:00.000000 +00:00
IC 18,2429,2023-01-02 06:20:00.000000 +00:00
L B8-1,3957,2023-01-02 06:21:00.000000 +00:00
L 19,4377,2023-01-02 06:21:00.000000 +00:00
IC 26,3230,2023-01-02 06:24:00.000000 +00:00
L C4,3928,2023-01-02 06:24:00.000000 +00:00
IC 05,4507,2023-01-02 06:24:00.000000 +00:00
L S63-2,19828,2023-01-02 06:24:00.000000 +00:00
L A3,2957,2023-01-02 06:24:00.000000 +00:00
L B20-2,6478,2023-01-02 06:25:00.000000 +00:00
L 16,5757,2023-01-02 06:25:00.000000 +00:00
L 36,1678,2023-01-02 06:27:00.000000 +00:00
L 01,4957,2023-01-02 06:28:00.000000 +00:00
L 10-2,957,2023-01-02 06:28:00.000000 +00:00
L A5,6757,2023-01-02 06:30:00.000000 +00:00
L B7,3457,2023-01-02 06:33:00.000000 +00:00
L B5-2,3578,2023-01-02 06:34:00.000000 +00:00
L 31,4077,2023-01-02 06:34:00.000000 +00:00
L A3,2978,2023-01-02 06:35:00.000000 +00:00
L B7,3478,2023-01-02 06:35:00.000000 +00:00
L A2,2357,2023-01-02 06:36:00.000000 +00:00
L B4,2179,2023-01-02 06:37:00.000000 +00:00
IC 19-1,929,2023-01-02 06:38:00.000000 +00:00
L B4,2157,2023-01-02 06:38:00.000000 +00:00
L A4-2,2678,2023-01-02 06:38:00.000000 +00:00
IC 26,3207,2023-01-02 06:39:00.000000 +00:00
L B8-1,3979,2023-01-02 06:39:00.000000 +00:00
L B9,3257,2023-01-02 06:40:00.000000 +00:00
L B2-1,3679,2023-01-02 06:41:00.000000 +00:00
L C1,4579,2023-01-02 06:41:00.000000 +00:00
IC 15,4928,2023-01-02 06:41:00.000000 +00:00
IC 05,4529,2023-01-02 06:42:00.000000 +00:00
L 26,4478,2023-01-02 06:42:00.000000 +00:00
IC 13,5107,2023-01-02 06:44:00.000000 +00:00
IC 12,430,2023-01-02 06:46:00.000000 +00:00
IC 07,2030,2023-01-02 06:46:00.000000 +00:00
L B2-1,3657,2023-01-02 06:48:00.000000 +00:00
IC 28,3007,2023-01-02 06:51:00.000000 +00:00
IC 28,3030,2023-01-02 06:52:00.000000 +00:00
IC 07,2007,2023-01-02 06:53:00.000000 +00:00
L 36,1657,2023-01-02 06:53:00.000000 +00:00
L B20-2,6457,2023-01-02 06:55:00.000000 +00:00
IC 14,1730,2023-01-02 06:56:00.000000 +00:00
L 03,2478,2023-01-02 06:56:00.000000 +00:00
L 10-2,978,2023-01-02 06:56:00.000000 +00:00
L C2-1,4279,2023-01-02 06:57:00.000000 +00:00
L A5,6778,2023-01-02 06:59:00.000000 +00:00
L 16,5778,2023-01-02 07:01:00.000000 +00:00
IC 13,5129,2023-01-02 07:02:00.000000 +00:00
IC 18,2408,2023-01-02 07:02:00.000000 +00:00
L 31,4058,2023-01-02 07:04:00.000000 +00:00
L 13-1,5878,2023-01-02 07:04:00.000000 +00:00
