station,delay,arrival_count,departure_count,difference_count
733,23,19,13,1
136,2,4558,4960,71
1912,0,18573,15213,30950
1973,2,4268,5139,826
209,7,243,331,7
870,2,2547,3015,184
8,18,136,146,3
1134,11,290,323,1
815,-4,35,41,6
683,18,2,4,1
815,8,653,664,21
488,4,658,931,8
210,27,59,39,4
939,10,199,170,18
406,1,5029,6446,8162
1060,0,11131,7876,16425
1207,-1,841,1,513
868,6,232,226,7
736,12,23,29,1
1666,6,395,490,1
520,-3,1,1,4
1348,5,424,391,2
455,6,3500,2422,383
841,3,1796,2255,10
797,4,2134,2231,3
949,1,46,46,5
724,20,43,56,4
422,0,6654,4454,5519
1082,1,4380,3959,101
1146,12,287,334,4
1912,6,523,577,2
1207,12,21,23,4
540,8,59,66,1
1174,10,962,986,1
954,10,43,64,2
331,1,3518,3556,199
1841,2,922,931,11
223,-1,46,47,18
949,0,66,64,203
907,5,1168,1209,5
1270,6,821,873,1
1350,-1,150,2,14
31,36,18,17,1
504,15,354,336,12
363,21,120,122,1
767,0,14150,9446,14700
1254,29,1,1,1
971,1,4622,6297,5145
243,4,606,891,10
610,12,17,31,1
570,14,11,17,1
187,5,724,885,3
58,-3,140,144,9
1144,5,462,571,128
380,17,152,180,2
278,4,397,521,20
784,1,2308,560,184
259,26,39,33,3
1229,8,176,171,7
1047,7,20,5,1
215,2,30070,34990,4281
752,11,22,15,1
579,3,777,971,1
203,0,19653,18367,43213
916,3,6610,6971,12
805,11,207,207,1
958,17,44,58,1
1144,12,82,112,8
996,6,316,354,5
1176,34,20,23,1
1278,29,26,29,1
347,1,2393,3121,2424
9,7,694,756,52
352,1,761,1190,2441
1843,9,33,68,2
118,5,1078,1174,1
190,-1,46,47,17
1082,5,343,329,10
1192,22,131,122,2
361,15,90,88,1
1274,37,16,15,1
1219,4,2484,2502,6
995,22,38,41,1
458,9,365,155,2
725,4,3527,3696,13
221,21,485,435,9
1223,0,12378,13364,19213
1235,14,48,51,1
78,21,3,6,1
752,4,83,144,9
585,1,454,814,710
434,0,6280,3998,8158
840,16,77,84,8
493,2,1581,1901,115
748,11,337,317,10
148,2,2428,2618,22
210,15,201,208,17
742,8,639,704,2
1248,14,11,13,3
610,13,21,19,3
157,9,82,95,1
570,23,3,5,1
840,11,199,242,25
649,27,40,37,4
1842,10,57,60,2
1744,8,402,451,64
1131,7,356,285,4
231,4,782,1006,17
221,18,623,566,8
812,3,3485,3964,109
64,27,26,22,1
203,6,1438,1497,52
1073,2,4321,5404,248
139,23,247,220,3
673,25,13,20,1
1218,11,319,350,1
1206,34,1,2,1
1048,10,1816,1794,14
968,3,256,417,57
798,16,3,4,3
751,29,6,7,1
250,2,1629,1984,132
203,41,5,8,1
995,12,154,149,1
1768,5,473,594,1
231,10,121,147,3
220,0,117092,128272,133569
1151,4,229,154,3
400,0,19505,17002,33450
1177,17,69,59,2
877,2,1017,1760,213
68,12,27,29,1
252,1,1983,2636,1863
738,4,2313,2847,23
318,23,95,95,7
201,9,225,244,2
267,5,865,921,3
1666,-1,42,10,21
815,3,3705,3891,149
37,22,189,80,2
496,0,7037,5113,7254
1842,2,821,886,333
784,8,102,23,1
1009,0,18232,14800,30974
1090,14,62,75,3
1274,17,92,82,3
827,3,729,994,4
1151,5,178,95,2
1018,21,57,55,1
127,32,30,30,1
493,6,340,359,2
1048,29,128,127,1
146,20,9,2,1
1194,17,5,7,1
345,8,383,538,18
710,3,910,982,21
532,0,3210,2789,1831
395,25,3,3,1
380,2,7547,7630,796
1194,19,6,5,1
895,40,7,9,1
457,1,4830,5807,5092
899,-2,11,1,945
1842,3,467,620,76
418,0,3237,1927,3348
1202,1,1673,2038,2333
74,-1,151,149,19
706,34,24,27,1
751,9,152,134,2
1043,12,14,21,1
933,34,19,17,1
77,4,1740,1503,192
1182,5,277,432,23
822,-1,698,254,99
406,3,1713,2191,19
977,3,894,838,235
342,27,9,13,1
630,54,1,1,1
1047,-1,37,54,17
320,14,171,174,3
392,2,2746,3246,104
566,18,33,29,1
8,19,160,165,1
837,30,7,13,1
1213,18,86,89,1
205,12,295,245,6
632,17,24,18,1
1184,-2,11,11,1
401,-2,3,1,22
205,-3,18,5,10
442,1,1075,1536,2583
568,7,477,582,1
1150,5,398,526,15
672,3,2790,2829,6
939,4,1274,871,153
1150,6,297,387,2
169,5,517,519,18
578,2,5566,5943,209
192,18,12,18,1
258,4,167,195,16
474,10,64,83,1
606,5,388,495,12
911,12,223,249,6
82,5,770,1015,15
1125,33,7,5,1
699,5,932,1074,2
1232,13,183,186,1
899,17,11,15,5
216,5,9667,9955,5
25,6,763,793,9
153,5,350,577,22
615,12,177,171,1
719,15,99,106,3
31,12,201,234,8
142,3,1584,2067,19
1266,4,1326,1558,8
205,7,869,675,25
1134,2,3181,3572,127
348,4,257,324,11
1034,7,516,524,26
263,20,47,43,1
143,19,15,24,1
184,11,129,133,1
819,13,188,212,1
342,2,1387,1231,99
455,8,2012,1490,158
837,35,2,2,1
601,12,56,67,1
1031,2,2475,2842,37
583,46,2,1,1
848,35,14,19,2
628,25,34,44,1
732,26,44,58,4
325,6,2842,2954,11
798,17,4,9,2
225,0,18,43,1
1144,26,13,35,1
435,8,118,130,1
58,-4,85,85,1
434,2,1092,1433,318
566,1,3100,3475,2700
449,-2,7,4,35
1160,17,130,135,2
436,33,9,9,1
37,23,160,81,1
1018,7,496,510,4
496,-1,122,1,1
326,33,22,17,1
837,7,168,210,9
412,15,6,9,1
578,7,936,1025,3
554,0,16579,15582,23379
436,19,42,44,1
1067,0,9943,6811,11136
1192,33,41,37,1
567,14,19,17,1
352,15,30,26,1
502,0,6319,2867,4983
570,5,86,115,2
432,19,23,29,1
818,-1,824,3,1
567,7,140,157,2
24,7,612,659,1
877,4,420,621,9
971,4,1349,1516,7
75,7,69,105,2
126,2,976,1405,110
327,12,41,21,24
647,3,506,610,15
317,13,179,196,2
447,4,1976,2267,22
866,-2,88,4,7
899,1,1288,1469,1549
219,0,26341,39154,20870
215,23,370,406,2
1146,1,3180,4141,11496
1067,22,10,12,1
954,-4,7,6,1
78,8,84,87,11
286,20,58,55,1
2089,22,102,104,1
1018,4,1149,1123,1
961,3,210,234,64
34,25,5,7,1
619,6,744,827,1
1102,29,12,17,1
848,13,251,208,30
707,7,309,386,1
195,27,2,6,1
1194,7,72,64,3
278,13,60,76,2
153,2,1781,3493,498
8,35,29,31,1
810,14,508,495,13
155,2,1074,1358,1001
391,9,111,118,1
24,4,1504,1642,1
546,3,237,952,1417
1088,-3,31,1,6
790,8,142,149,1
325,0,48283,46383,106155
1842,0,4370,4975,6740
684,6,1043,1081,30
434,10,36,43,1
628,-1,362,5,296
328,4,919,883,5
203,25,56,58,2
336,0,40066,38985,77890
435,1,1895,1993,826
488,32,4,5,1
736,1,817,1709,6575
673,9,174,146,5
559,8,132,205,3
380,0,32507,33916,70691
169,9,174,190,5
730,23,31,37,2
402,21,62,48,1
720,1,756,2679,6259
1088,5,1573,1236,95
684,26,43,48,2
229,-1,2385,1677,1
1261,5,463,538,4
636,-1,1,1,232
1130,8,388,422,1
169,21,28,28,2
458,3,2208,1235,41
504,12,542,575,10
692,2,686,2054,1337
1177,2,2602,2589,1078
1231,8,161,252,1
64,8,557,590,6
64,38,11,9,1
82,8,313,352,1
1125,24,25,14,1
826,14,41,60,1
752,5,46,68,1
1068,23,27,30,1
732,5,2273,2309,160
1842,5,157,219,6
958,1,1620,4052,5343
277,13,47,75,2
432,15,37,29,1
621,19,94,101,1
532,8,23,36,7
1663,13,125,134,1
363,13,433,388,1
22,1,4327,5630,4273
920,17,58,60,3
590,11,491,492,1
235,10,222,249,2
191,15,114,136,2
1184,2,1740,2490,515
317,5,1026,1276,29
401,-1,137,52,3
868,31,9,7,1
317,29,47,48,1
217,2,29574,29864,92
1128,1,1333,2609,1237
504,35,37,40,2
368,9,1167,1181,1
1068,0,10882,8212,18337
22,3,2054,2256,23
516,0,12078,12080,20775
832,12,76,86,1
706,7,808,896,2
1274,22,60,39,2
106,2,1438,2082,27
602,11,81,86,2
1248,34,3,1,1
1245,6,170,221,13
12,4,581,727,19
1663,6,843,968,2
436,3,1437,1536,61
219,28,26,25,1
1125,0,17388,21211,26873
139,8,1936,2194,80
329,4,403,396,39
819,23,68,69,2
811,10,742,765,4
936,7,1067,1127,194
612,7,84,85,1
819,25,45,43,1
1192,15,278,311,3
1177,1,3628,4507,5031
427,1,1744,2711,3744
968,6,114,144,4
250,5,556,621,4
102,4,702,813,2
1228,18,66,61,1
628,8,471,589,32
190,7,258,286,2
220,13,1233,1361,91
672,-1,3370,3095,31
183,12,254,277,1
1841,4,278,307,2
1088,40,22,12,1
692,21,7,7,1
1744,19,96,90,6
218,26,48,45,3
458,10,333,134,1
790,2,1082,1498,78
348,13,15,20,1
962,15,50,50,1
147,12,27,27,1
360,13,208,218,9
1068,24,24,21,1
378,2,1204,1460,90
798,21,3,7,1
1160,3,2626,2889,72
1147,8,169,222,3
337,5,132,237,1
1062,4,1243,1393,10
221,4,14020,12181,783
1088,14,297,197,7
391,18,44,43,1
1088,-1,1580,3,1233
1224,9,669,763,3
37,47,13,1,1
1088,26,59,33,1
1181,13,16,16,1
989,2,1745,2678,1445
710,19,20,17,1
621,9,547,546,5
1212,12,130,123,3
1181,7,108,139,39
447,12,230,243,1
692,31,3,2,1
1213,32,10,9,1
74,0,14202,14399,30778
138,0,30168,25550,44792
64,42,16,14,1
1278,38,12,12,1
954,16,19,17,1
728,15,127,126,3
187,1,3956,5423,8297
910,5,341,364,7
562,2,2905,2860,211
931,2,4604,5205,448
402,24,31,23,2
317,2,3335,4281,753
8,7,736,859,16
566,21,21,25,1
1265,3,891,1344,208
768,24,28,25,1
742,7,764,875,2
723,5,441,134,1
822,14,237,236,3
546,1,1008,842,250
37,16,359,179,8
751,13,45,49,2
435,0,3531,3529,8100
422,6,79,142,11
319,20,56,56,6
37,4,5311,2856,419
870,0,15614,15750,30864
1238,16,147,160,1
446,7,91,103,7
399,12,121,132,2
996,7,226,246,7
1232,1,6195,6423,1166
190,6,359,386,6
739,5,375,546,9
800,0,114,114,1054
1134,16,110,126,1
421,7,459,536,1
1167,5,1147,1280,1
1212,11,147,168,4
318,1,15116,12766,8391
811,24,94,101,1
897,3,318,578,14
472,12,54,55,2
1131,4,912,688,16
436,10,199,223,2
243,0,11699,7620,14322
9,14,210,229,5
215,8,4479,5530,20
399,24,33,40,1
27,13,208,218,7
636,1,3095,2204,233
2027,0,121,121,424
210,-1,3423,1,6811
1174,6,2417,2463,1
2089,1,13408,13482,1194
724,-3,40,40,68
281,12,134,148,1
704,17,6,7,1
1843,26,1,2,1
383,8,327,475,2
442,7,83,105,5
821,4,1420,1402,1
708,0,4797,4434,9989
1125,19,61,55,3
730,-2,172,278,336
1202,0,7059,10366,14581
1228,13,143,149,1
391,-1,1998,1962,1
286,0,13657,12168,25973
860,0,7176,5113,10189
480,0,4518,4040,7860
801,6,230,191,13
565,2,755,976,49
822,11,416,402,2
147,1,1469,1840,1936
424,3,1928,2308,11
733,-4,1035,692,16
326,26,36,26,4
277,15,37,40,1
647,7,132,158,1
848,0,19189,27010,11524
326,27,35,33,1
220,21,409,447,21
521,13,592,604,1
205,25,38,36,1
1768,9,151,147,1
365,7,652,711,1
958,3,764,1033,427
208,0,144,148,334
562,15,95,66,1
415,1,9512,11068,7602
801,33,8,1,1
210,29,51,40,1
924,6,545,697,6
153,9,87,120,4
732,16,201,172,4
1229,5,312,343,18
1177,5,838,847,29
1154,3,1421,1028,283
1113,1,1631,1966,1523
728,8,617,585,11
1125,42,6,5,2
455,22,210,215,6
1362,0,9,9,45
1092,49,6,4,2
644,25,90,89,1
412,11,14,25,1
205,21,87,62,2
788,6,242,293,5
199,3,2360,2692,14
325,24,125,129,1
455,-1,9616,1,16441
862,1,3376,4480,6276
733,2,1137,1322,1635
751,11,75,70,1
502,1,1282,3179,2656
320,38,21,21,3
877,13,100,115,1
414,-1,1443,1433,6
187,0,18777,15384,22575
1278,7,634,674,4
810,10,1002,949,36
818,21,8,8,2
1229,4,394,498,23
252,2,911,2023,1940
1159,-3,2,2,1
730,17,77,76,3
19,16,46,42,1
9,-1,1981,131,2710
957,3,26,61,15
1079,34,19,17,1
941,6,177,250,3
585,18,3,3,1
995,8,398,406,4
424,7,467,553,2
458,19,38,33,2
896,0,5910,4916,8429
363,5,1952,2245,6
1261,27,13,17,2
324,2,893,964,88
108,6,392,390,2
699,3,1703,2260,12
961,5,97,111,15
318,9,1027,866,50
1767,7,630,700,2
151,7,620,774,13
1034,9,308,314,25
12,1,1343,2406,5545
958,4,562,742,74
132,4,1204,1412,5
318,17,227,178,13
1005,7,191,235,9
375,0,3859,2449,8727
58,-2,337,346,62
1248,1,2496,2222,301
220,25,288,281,13
976,0,3741,3651,8003
1152,0,13370,11160,20181
1219,2,4269,4223,24
1090,3,951,1153,107
1187,4,629,630,1
259,33,25,16,1
436,18,39,50,2
327,14,34,14,16
1113,8,200,270,9
728,17,95,87,1
1843,5,121,378,154
1182,6,214,286,8
532,7,27,52,18
64,-2,264,234,32
318,-2,390,17,3163
648,11,812,818,1
1663,18,75,77,1
221,39,63,51,1
643,3,276,549,32
366,3,1932,1783,1
1266,1,3974,4701,4104
715,14,546,458,33
31,2,2699,2890,1509
130,-1,1676,1170,10
318,7,1588,1259,131
1043,5,151,172,2
335,2,3570,4219,514
606,8,142,168,2
610,16,10,9,1
798,22,7,6,1
1238,4,1751,1946,15
147,4,304,468,11
365,19,77,81,1
1107,0,4960,4181,5530
345,25,36,35,1
600,33,3,2,1
1088,4,2272,1807,171
801,1,1498,1264,2263
102,23,16,13,1
899,40,13,8,1
908,10,203,208,2
848,6,1047,983,283
236,0,12707,12707,29144
82,4,1122,1444,25
971,14,114,115,1
1134,8,472,536,3
190,10,130,129,1
317,31,30,39,1
726,29,67,36,2
1767,-1,509,391,26
1128,2,779,1061,188
975,1,4433,4975,5105
258,-1,115,106,1
956,9,326,334,1
962,1,3035,3041,195
550,1,5509,7917,6553
1272,37,2,1,1
610,6,109,137,17
574,10,52,60,1
997,5,1283,1446,2
862,24,21,20,1
400,-2,375,375,3
685,3,991,1336,27
600,0,5838,2390,8920
911,10,393,333,5
1079,6,1298,1529,4
335,0,27260,25094,51786
648,1,15764,16974,4062
733,17,69,45,6
819,6,862,955,24
811,28,67,78,1
1021,15,265,278,1
220,33,124,110,8
139,5,5109,6078,328
1177,-1,1214,2,291
1168,4,1605,1801,2
250,7,305,317,1
768,-4,22,1,1
1228,-1,1288,1100,152
554,16,112,124,9
815,1,8704,8802,4147
34,15,12,8,1
807,2,1273,1276,8
120,11,34,46,14
648,2,9338,9798,257
684,17,177,156,3
939,18,47,44,4
1192,36,19,19,2
479,1,971,2781,3898
1150,13,40,55,1
835,12,102,96,1
1256,0,867,675,11422
820,-1,2,1,23
862,12,123,121,1
827,-2,1,1,1
877,30,7,13,1
767,11,72,77,1
257,13,7,11,2
221,49,25,22,2
975,-2,1350,1148,1
418,22,1,4,1
719,41,9,8,1
764,3,1145,1267,5
192,4,372,487,7
201,19,43,44,2
345,11,192,212,6
719,37,7,12,1
1146,27,42,40,1
1231,3,577,758,13
64,0,30766,28384,51699
458,22,34,21,1
634,6,295,361,3
1149,11,23,40,1
895,24,57,39,1
1254,8,59,64,3
9,22,76,71,4
733,1,1942,2216,2114
412,4,84,303,653
22,0,14212,11762,26120
570,12,14,20,2
730,-3,116,75,33
759,34,27,26,1
380,9,676,701,11
37,34,38,23,1
259,7,911,600,53
34,21,5,4,1
259,11,320,238,17
708,16,40,26,1
738,2,5230,7316,576
404,20,5,9,1
920,5,542,687,50
126,14,18,25,1
916,4,4534,4790,5
1128,-1,98,79,20
826,7,182,207,12
183,-1,1901,1896,5
1278,0,25555,21765,41633
782,13,57,70,2
438,32,4,5,1
1843,7,67,190,7
352,-2,8,5,4
220,19,551,530,30
924,-1,921,2,90
1090,11,114,131,9
58,0,7011,6811,16014
184,6,275,318,8
1067,9,85,106,1
438,3,1481,1717,1535
719,10,174,199,3
235,6,634,657,19
554,14,158,179,3
1253,8,191,234,1
1207,26,1,3,2
736,14,13,21,2
480,5,256,301,1
480,2,577,576,47
188,-2,84,84,37
1082,22,2,1,1
31,35,19,15,1
913,1,9994,9993,1
1192,5,2495,2340,108
58,11,145,140,1
863,8,764,830,3
1232,4,1869,1905,4
1152,3,939,1151,45
366,4,1427,1266,1
8,3,2691,3062,154
848,38,21,18,2
127,9,498,525,1
715,33,63,46,4
455,39,48,45,1
1005,16,47,51,1
1079,26,73,86,1
1350,7,254,252,2
1912,33,13,12,1
933,0,14447,14887,30533
1184,12,103,111,6
708,5,467,492,16
621,44,10,7,1
504,21,173,181,7
27,1,7015,7585,2225
975,14,144,145,1
1274,18,96,69,4
636,16,64,64,2
977,15,42,36,1
320,3,3444,3990,194
184,4,383,529,15
768,7,462,551,31
329,6,188,156,12
318,40,9,11,1
539,9,66,72,1
380,26,48,63,1
261,-1,262,172,1
1761,-1,2582,1,563
436,4,1047,1086,27
568,9,293,337,1
1058,16,101,119,2
996,19,9,10,1
750,10,158,193,1
542,1,5678,7066,5261
121,20,44,42,2
683,16,1,4,1
435,3,655,658,8
557,30,12,12,1
919,5,977,1065,2
636,6,319,313,3
1145,2,1501,1673,85
1021,36,19,22,1
185,25,7,11,1
968,16,9,14,1
368,-1,9722,8892,28
120,5,202,321,4
560,12,73,90,1
402,14,144,127,7
989,8,238,415,10
235,0,18543,17790,35236
1761,4,528,629,12
682,12,272,264,1
347,2,1291,2134,183
950,0,3,3,23
951,2,581,762,286
502,23,4,7,1
910,11,61,64,1
25,18,70,65,1
811,12,488,528,3
621,4,2223,2318,56
160,2,932,1080,231
219,11,409,316,6
218,2,8069,7817,2023
223,1,1550,1514,105
1139,6,47,64,1
1767,3,2341,2858,104
191,0,29358,27031,48116
819,4,1635,1853,43
592,14,118,107,2
1147,10,121,136,3
726,41,18,13,1
826,2,1578,2080,396
184,0,6338,1791,6402
1073,13,261,227,1
342,10,92,100,1
936,13,220,222,29
724,43,4,4,1
1230,8,186,213,1
308,6,682,682,1
1151,2,838,495,11
1235,0,5517,2298,7704
392,7,427,499,1
692,7,61,154,2
962,10,161,171,3
841,7,571,655,1
1149,13,20,25,2
210,31,53,36,1
811,19,194,194,1
118,10,248,284,1
363,24,102,103,3
252,25,5,4,1
378,5,454,564,2
837,13,38,41,1
871,3,1495,1782,53
1270,4,1543,1635,6
406,10,193,227,1
812,24,22,30,1
114,13,32,42,3
1224,24,97,104,1
409,20,8,3,2
736,5,142,202,11
1107,3,130,236,7
1130,3,1604,2065,13
281,7,371,422,3
754,3,1661,1857,5
535,13,91,97,1
793,2,194,265,17
979,-1,1821,114,1
220,44,52,45,3
392,4,1167,1440,5
1058,5,1259,1251,16
939,39,6,5,1
868,16,38,35,1
1150,8,131,203,1
733,32,11,8,1
841,2,2671,3367,88
648,3,6292,6515,54
732,14,263,258,9
259,13,243,182,18
1159,4,1070,1223,10
22,33,10,12,1
1068,7,435,510,1
192,0,7839,6276,10990
360,9,420,413,20
941,17,10,6,1
592,8,436,496,8
413,3,1163,1299,42
1767,10,306,331,1
810,17,284,313,5
759,8,946,1027,4
77,24,42,34,2
738,3,3239,4070,61
501,7,126,170,44
331,3,1367,1396,16
570,10,34,36,2
151,0,27238,22290,35123
489,4,201,267,47
1085,2,546,1051,150
923,7,154,202,1
954,21,5,9,1
673,0,16944,18021,24043
1184,5,452,511,25
348,3,372,491,10
810,26,102,104,3
263,4,1205,1371,106
35,3,830,890,34
266,7,435,515,5
504,1,14690,15913,12147
1213,-1,1199,16,94
6,10,402,268,2
848,11,426,322,60
258,7,57,54,3
654,0,22447,20635,40618
318,8,1199,1123,79
1139,4,88,135,17
619,4,1425,1633,24
649,32,26,23,2
221,56,13,14,1
958,7,275,322,7
868,18,35,27,1
9,19,78,92,5
610,14,12,19,1
1744,1,6537,5543,8580
977,19,26,17,1
621,13,230,256,3
550,-1,2047,1843,2
501,4,302,581,1223
782,3,1060,1279,8
191,5,1415,1659,9
384,12,314,370,4
560,21,27,36,1
798,3,219,209,61
768,5,857,974,55
925,5,846,844,1
1212,15,81,92,3
715,6,3149,2162,260
318,14,345,335,13
127,1,10018,11401,3086
1113,17,23,22,2
827,7,230,298,1
866,14,188,208,1
106,4,485,733,1
413,18,53,53,1
378,26,4,4,1
190,2,1678,1850,31
121,7,425,479,12
685,14,53,50,2
1128,8,94,127,15
19,2,1421,1640,119
733,21,36,27,1
1350,4,524,539,3
1167,11,238,251,1
447,6,941,1073,3
962,2,1677,1665,45
798,11,19,22,3
366,45,4,5,1
1744,30,25,31,5
1160,-2,265,265,6
636,2,1495,1132,77
504,19,201,192,2
1234,8,569,575,2
1017,16,4,6,2
907,27,28,28,1
342,17,50,41,1
682,-1,6396,6388,5
480,12,41,39,2
848,40,17,22,2
68,3,545,923,4
335,21,104,105,2
263,8,299,345,16
568,14,98,115,1
153,1,3810,8225,9235
752,10,14,15,1
326,0,19265,18625,29179
910,9,74,90,3
371,0,2338,795,1738
127,-2,246,245,1
401,4,1413,1640,6
183,0,11503,8290,31404
402,1,6761,5392,3347
936,31,20,9,1
868,9,109,125,3
648,0,53461,51578,106220
1079,12,296,318,1
906,3,2354,2678,11
1266,2,2598,3100,122
139,47,18,24,1
203,5,1881,2023,48
579,32,9,4,1
862,11,123,141,2
826,3,934,1271,185
235,-1,2163,2152,117
1048,36,53,54,1
954,5,198,321,4
707,4,761,1081,2
77,12,240,255,14
121,19,34,67,1
870,4,1110,1383,1
824,0,21215,15077,11974
504,17,254,268,8
673,16,43,47,2
835,-2,1234,1234,1
1223,7,185,154,4
235,1,5592,5915,1522
1272,11,19,24,1
1058,8,515,527,5
227,29,21,36,1
404,8,43,59,2
728,19,63,69,2
67,2,1881,2894,2881
136,8,646,672,1
752,24,2,6,1
1034,23,36,33,1
1577,5,934,934,1
406,-1,4211,1977,3
399,1,2010,3147,6319
567,6,224,263,2
1146,6,958,1093,21
1194,16,10,9,1
907,31,17,18,1
218,8,909,976,59
812,14,137,156,1
1146,2,2582,2721,4346
67,8,161,206,1
620,58,1,1,1
1842,8,78,83,1
1213,56,2,4,1
151,52,1,1,1
1278,-1,2251,2025,7
530,8,464,488,1
589,0,3991,3848,6925
329,0,9182,5752,2736
732,7,1124,1192,43
1144,0,11455,9790,15726
686,10,336,447,3
962,14,77,77,1
455,51,15,12,1
316,6,1392,1487,1
822,28,40,43,1
1260,15,412,412,1
1092,10,215,209,5
502,3,363,715,184
130,4,1182,1285,4
672,2,4047,4014,32
423,1,64,215,402
78,2,1279,949,243
402,11,233,270,25
810,5,3902,3410,341
862,0,17722,17097,24068
1146,24,52,66,2
1144,21,34,23,2
210,2,6151,5384,4181
1730,2,2375,2860,74
784,4,218,49,5
866,3,3357,3890,67
215,31,128,160,1
264,0,1,1,45
27,5,1371,1430,56
9,26,58,57,3
136,21,93,92,1
259,16,155,109,7
489,9,50,60,1
432,18,16,17,1
1092,3,1429,1435,54
412,6,32,92,36
421,2,2184,2703,239
488,8,225,305,1
229,52,5,5,1
939,8,347,249,34
862,6,431,495,1
619,2,2987,3881,259
1235,8,184,210,2
404,6,91,92,6
1018,6,688,694,2
715,9,1438,1072,110
318,50,5,4,1
1663,0,26754,26451,44088
826,10,56,63,4
1146,4,1578,1730,190
177,15,149,148,2
493,20,24,31,1
289,0,1138,1044,10197
1055,1,8619,8619,1
331,4,783,804,5
832,0,4912,3340,9791
160,5,281,337,5
649,-1,1131,3,3107
1063,3,2052,2292,14
895,5,1804,1448,239
2089,4,3485,3482,9
523,-2,18,1,804
815,18,102,107,2
1194,18,2,6,1
566,20,21,22,2
811,3,5484,5887,123
901,8,379,409,2
648,-1,2618,2403,64
554,17,95,128,6
329,8,116,76,11
768,4,1112,1285,113
611,2,2269,1401,30
877,18,62,74,1
824,15,49,61,1
308,0,18396,18395,36282
221,33,130,96,1
899,21,11,8,1
977,22,14,14,1
205,5,1532,1253,41
720,7,74,126,1
266,1,3996,4946,7564
501,6,164,219,156
628,34,14,16,1
685,-3,1,1,2
1092,2,2108,2117,207
514,11,22,39,1
258,31,2,2,1
743,11,23,23,1
363,-2,50,30,2
919,0,10894,8873,25195
153,11,51,65,2
574,5,169,242,1
9,34,28,32,1
220,47,31,21,2
1005,12,59,60,1
860,9,75,87,2
634,1,3069,4438,2858
1260,14,492,487,1
220,45,35,45,1
501,16,45,48,1
281,17,65,70,1
67,51,2,3,1
384,18,119,137,3
1148,0,11873,11873,29529
848,19,116,99,7
939,27,29,12,5
1979,0,4595,2647,8919
732,39,21,16,1
413,-1,1988,337,3
1192,12,499,500,6
814,5,710,864,3
811,8,1110,1166,7
418,4,204,285,22
169,6,397,413,8
217,0,134706,132968,292699
683,5,33,79,14
421,5,797,940,7
1228,9,307,329,1
208,1,88,85,2
742,10,391,418,2
1207,7,59,74,15
848,22,73,41,3
989,25,3,5,1
320,-1,711,495,34
259,22,62,56,4
566,0,12275,11255,17976
911,2,3523,3538,1958
185,10,92,102,13
649,19,108,92,8
363,30,30,38,1
68,-2,1,1,1
409,3,706,748,2
736,11,23,32,2
1048,1,25227,24975,2725
9,3,3014,2916,246
1265,4,586,897,205
210,22,101,85,9
705,48,4,4,1
736,6,87,150,3
924,9,254,321,5
404,24,6,6,1
316,0,23567,21932,50886
566,8,179,203,1
724,40,6,8,1
446,3,292,401,350
107,5,445,527,5
1083,29,62,58,1
203,23,78,66,4
739,3,1079,1692,61
1274,9,415,289,10
345,6,632,1091,114
1663,2,4903,5839,333
614,5,1123,1123,1
1085,7,119,154,2
958,16,49,63,4
449,15,142,170,1
996,1,1921,1915,454
64,37,12,12,1
1120,9,5,6,1
171,4,688,762,4
939,1,7823,3620,1833
418,14,18,25,1
209,5,458,640,7
602,7,183,199,11
906,8,486,493,1
472,8,105,135,1
570,11,30,32,2
541,-2,2,1,17
216,7,5303,5448,1
1048,24,226,220,3
1218,18,124,130,1
1223,21,16,10,2
895,15,160,159,8
541,6,568,646,15
384,26,47,57,2
835,-1,3259,1253,3
1107,5,55,68,1
812,12,206,201,1
620,-2,324,300,3
866,13,241,247,2
78,19,14,4,1
247,1,2306,1761,7872
191,10,193,186,3
474,36,1,5,1
418,20,5,6,2
66,1,3459,5114,2736
866,12,245,263,1
810,25,107,101,3
257,4,102,162,4
16,3,1771,2153,19
752,3,138,247,15
191,6,915,1042,4
218,38,14,11,3
1082,15,24,20,1
621,30,26,25,1
177,8,564,581,3
1224,3,3238,3726,256
1113,11,83,116,1
684,22,86,84,1
907,1,5755,5859,801
1176,10,526,535,1
1087,7,298,386,1
733,18,66,33,2
905,12,24,29,1
227,23,60,72,1
568,0,19795,17243,29591
1194,5,173,135,7
1730,8,407,431,2
925,0,14709,14696,30837
35,14,91,84,1
9,4,2096,2026,202
855,13,132,143,1
471,2,363,1097,143
136,1,9249,10059,3395
1180,-1,455,455,1
258,1,867,983,238
908,7,410,439,3
975,4,1837,2002,3
682,3,2622,2719,94
870,-1,7690,5457,25
380,25,63,57,1
319,4,2349,1441,232
1120,29,1,1,1
791,0,33285,32804,46454
243,5,458,595,5
819,1,6652,8511,4225
189,48,3,1,1
1155,2,595,591,1
514,10,29,51,1
820,9,127,129,3
221,2,28039,25286,5852
9,1,8955,8599,5572
682,2,3906,4096,191
442,6,95,142,8
35,0,9924,10796,16177
742,2,4218,5189,1435
212,-1,1495,906,2
375,10,113,116,1
1131,11,153,109,1
167,3,1642,1857,7
632,1,940,3485,4462
958,9,152,208,2
449,25,56,61,1
848,36,19,25,1
1224,11,404,461,1
1224,27,70,68,1
606,20,23,26,2
840,9,338,408,34
1034,5,838,912,92
1068,1,3622,4588,4966
263,1,5463,5657,2926
151,10,319,358,3
